_time,sender,subject,attachments,recipients,recipients_email_domain,leaver,Termination,time_month,account_type,wordlist_attachment,wordlist_subject,bunit,department,status,user_response,final_outcome,policy_name
2025-06-19T16:49:31,alice@company.com,Quarterly Report,-,sara@client.com,client.com,NO,2025-08,2025-07,employee,confidential,-,Engineering,Development,Critical,b,h,policy_C
2025-06-26T00:28:56,alice@company.com,Project Update,report.pdf,erin@partner.org,partner.org,YES,2025-12,2025-07,employee,confidential,-,HR,Accounting,High,c,h,policy_A
2025-06-25T01:41:17,dave@company.com,Quarterly Report,cv.pdf,john@vendor.org,vendor.org,NO,2025-09,2025-07,employee,-,confidential,Finance,Development,High,b,f,policy_C
2025-07-30T00:56:07,dave@company.com,Confidential Proposal,report.pdf,sara@client.com,client.com,YES,2025-10,2025-07,intern,-,confidential,HR,Accounting,Medium,b,f,Ploicy_B
2025-06-16T09:39:05,dave@company.com,Resignation Letter,report.pdf,dave@external.com,external.com,YES,2025-12,2025-07,contractor,-,salary,Engineering,Recruitment,High,b,h,Ploicy_B
2025-06-28T16:09:54,dave@company.com,Quarterly Report,-,dave@external.com,external.com,NO,2025-11,2025-07,contractor,salary,-,Finance,Development,Critical,c,f,policy_A
2025-06-13T07:32:25,bob@company.com,Confidential Proposal,home.pdf,john@vendor.org,vendor.org,NO,2025-12,2025-07,intern,confidential,confidential,HR,Recruitment,Low,a,f,policy_A
2025-07-04T20:18:37,carol@company.com,Confidential Proposal,report.pdf,sara@client.com,client.com,NO,2025-11,2025-07,intern,salary,-,Engineering,Recruitment,High,a,f,policy_A
2025-07-08T19:03:21,alice@company.com,Project Update,cv.pdf,erin@partner.org,partner.org,YES,2025-07,2025-07,intern,confidential,confidential,Engineering,Accounting,Low,b,g,policy_C
2025-07-30T07:55:47,dave@company.com,Resignation Letter,org.pdf,erin@partner.org,partner.org,NO,2025-09,2025-07,employee,salary,confidential,HR,Development,High,a,h,policy_C
2025-07-11T14:16:47,dave@company.com,Resignation Letter,home.pdf,john@vendor.org,vendor.org,YES,2025-12,2025-07,contractor,-,-,Engineering,Recruitment,Critical,c,h,policy_A
2025-07-20T17:39:01,carol@company.com,Confidential Proposal,-,sara@client.com,client.com,YES,2025-10,2025-07,contractor,confidential,-,HR,Development,Medium,a,h,Ploicy_B
2025-07-19T05:38:11,bob@company.com,Confidential Proposal,cv.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,employee,confidential,salary,HR,Recruitment,Low,b,h,policy_A
2025-07-30T18:52:45,alice@company.com,Resignation Letter,report.pdf,sara@client.com,client.com,YES,2025-09,2025-07,intern,-,-,Engineering,Development,Medium,a,g,policy_A
2025-06-02T00:46:24,alice@company.com,Quarterly Report,-,dave@external.com,external.com,NO,2025-08,2025-07,contractor,-,salary,Finance,Development,Critical,b,h,policy_C
2025-06-18T08:53:21,bob@company.com,Project Update,cv.pdf,dave@external.com,external.com,YES,2025-07,2025-07,contractor,confidential,confidential,Engineering,Accounting,Critical,a,f,policy_A
2025-07-18T22:14:29,alice@company.com,Resignation Letter,cv.pdf,dave@external.com,external.com,NO,2025-08,2025-07,employee,-,confidential,Finance,Recruitment,Critical,b,g,policy_C
2025-07-03T21:11:01,carol@company.com,Project Update,org.pdf,john@vendor.org,vendor.org,YES,2025-09,2025-07,contractor,salary,-,HR,Recruitment,Critical,b,h,Ploicy_B
2025-07-04T08:27:12,alice@company.com,Confidential Proposal,home.pdf,dave@external.com,external.com,YES,2025-08,2025-07,contractor,salary,confidential,Finance,Accounting,Low,b,h,policy_A
2025-07-28T15:15:02,carol@company.com,Quarterly Report,-,sara@client.com,client.com,NO,2025-12,2025-07,intern,confidential,confidential,Finance,Accounting,Critical,a,h,Ploicy_B
2025-07-22T02:37:05,bob@company.com,Quarterly Report,home.pdf,john@vendor.org,vendor.org,NO,2025-12,2025-07,employee,confidential,salary,HR,Accounting,Critical,b,h,policy_A
2025-07-06T11:35:00,bob@company.com,Quarterly Report,org.pdf,dave@external.com,external.com,YES,2025-12,2025-07,intern,salary,-,HR,Recruitment,Medium,c,g,policy_A
2025-07-24T02:52:11,dave@company.com,Project Update,contract.pdf,sara@client.com,client.com,YES,2025-10,2025-07,intern,-,salary,Finance,Recruitment,Medium,c,g,Ploicy_B
2025-06-24T03:12:20,dave@company.com,Resignation Letter,-,erin@partner.org,partner.org,YES,2025-07,2025-07,intern,-,-,Finance,Recruitment,Low,b,g,Ploicy_B
2025-07-11T04:33:53,alice@company.com,Project Update,-,sara@client.com,client.com,YES,2025-12,2025-07,employee,confidential,-,Engineering,Development,High,c,f,policy_A
2025-06-05T11:02:57,carol@company.com,Quarterly Report,-,dave@external.com,external.com,NO,2025-08,2025-07,employee,-,salary,HR,Development,Critical,b,f,policy_A
2025-06-22T12:54:23,bob@company.com,Quarterly Report,home.pdf,sara@client.com,client.com,NO,2025-12,2025-07,contractor,-,confidential,HR,Accounting,High,b,f,Ploicy_B
2025-07-17T15:46:44,alice@company.com,Quarterly Report,-,sara@client.com,client.com,YES,2025-07,2025-07,employee,confidential,salary,Finance,Development,Medium,a,f,policy_C
2025-06-19T19:37:17,carol@company.com,Quarterly Report,-,dave@external.com,external.com,NO,2025-12,2025-07,contractor,confidential,-,Finance,Development,High,b,f,Ploicy_B
2025-07-24T17:07:41,bob@company.com,Resignation Letter,-,erin@partner.org,partner.org,YES,2025-10,2025-07,contractor,salary,salary,Finance,Accounting,Medium,b,g,policy_A
2025-07-02T10:03:10,bob@company.com,Quarterly Report,cv.pdf,sara@client.com,client.com,NO,2025-10,2025-07,intern,confidential,salary,HR,Recruitment,Critical,b,g,Ploicy_B
2025-06-06T02:39:41,alice@company.com,Quarterly Report,-,erin@partner.org,partner.org,YES,2025-09,2025-07,intern,confidential,confidential,Finance,Development,Critical,b,g,Ploicy_B
2025-07-15T06:48:40,dave@company.com,Project Update,report.pdf,erin@partner.org,partner.org,YES,2025-07,2025-07,contractor,-,confidential,Engineering,Development,Critical,b,g,policy_C
2025-07-14T04:17:16,dave@company.com,Resignation Letter,cv.pdf,john@vendor.org,vendor.org,YES,2025-10,2025-07,intern,-,-,Finance,Recruitment,High,a,g,Ploicy_B
2025-06-07T23:05:12,bob@company.com,Confidential Proposal,report.pdf,sara@client.com,client.com,YES,2025-09,2025-07,intern,salary,confidential,HR,Development,Medium,b,g,policy_C
2025-06-23T16:57:14,dave@company.com,Project Update,contract.pdf,dave@external.com,external.com,NO,2025-08,2025-07,employee,confidential,salary,HR,Accounting,Critical,c,f,policy_A
2025-06-07T14:45:05,dave@company.com,Project Update,report.pdf,sara@client.com,client.com,NO,2025-07,2025-07,intern,salary,salary,Engineering,Recruitment,Medium,c,h,Ploicy_B
2025-07-07T17:54:45,dave@company.com,Confidential Proposal,report.pdf,sara@client.com,client.com,NO,2025-10,2025-07,contractor,salary,-,HR,Recruitment,Critical,c,h,policy_A
2025-07-13T11:33:10,carol@company.com,Project Update,home.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,employee,confidential,salary,Finance,Accounting,High,c,g,Ploicy_B
2025-07-19T19:50:04,carol@company.com,Confidential Proposal,contract.pdf,john@vendor.org,vendor.org,YES,2025-11,2025-07,intern,confidential,confidential,Finance,Accounting,Low,c,h,policy_C
2025-06-21T08:43:52,dave@company.com,Quarterly Report,contract.pdf,erin@partner.org,partner.org,NO,2025-09,2025-07,intern,-,confidential,HR,Development,Medium,a,h,policy_C
2025-07-01T00:43:24,carol@company.com,Quarterly Report,org.pdf,erin@partner.org,partner.org,YES,2025-11,2025-07,intern,confidential,confidential,Engineering,Accounting,Critical,a,h,Ploicy_B
2025-07-05T08:36:31,alice@company.com,Quarterly Report,org.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,intern,-,salary,HR,Development,Critical,b,g,policy_A
2025-06-04T00:25:10,alice@company.com,Resignation Letter,cv.pdf,sara@client.com,client.com,YES,2025-08,2025-07,contractor,salary,salary,Engineering,Development,Low,b,h,policy_A
2025-07-05T13:57:35,dave@company.com,Quarterly Report,home.pdf,sara@client.com,client.com,YES,2025-08,2025-07,intern,-,confidential,Finance,Accounting,High,a,h,policy_C
2025-07-27T21:44:20,carol@company.com,Confidential Proposal,home.pdf,john@vendor.org,vendor.org,YES,2025-07,2025-07,employee,salary,confidential,Finance,Development,Medium,a,g,policy_A
2025-06-18T15:12:45,carol@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,YES,2025-07,2025-07,employee,salary,-,HR,Development,Low,a,g,policy_A
2025-06-03T16:46:04,dave@company.com,Resignation Letter,org.pdf,erin@partner.org,partner.org,NO,2025-09,2025-07,contractor,confidential,confidential,Finance,Accounting,Low,a,g,policy_C
2025-07-25T01:25:41,dave@company.com,Quarterly Report,home.pdf,dave@external.com,external.com,NO,2025-07,2025-07,employee,-,confidential,Finance,Recruitment,High,c,f,policy_A
2025-06-04T09:17:45,bob@company.com,Resignation Letter,cv.pdf,dave@external.com,external.com,YES,2025-07,2025-07,employee,salary,confidential,Finance,Accounting,Medium,b,f,policy_C
2025-06-17T14:35:45,bob@company.com,Resignation Letter,-,sara@client.com,client.com,YES,2025-09,2025-07,contractor,confidential,-,HR,Recruitment,Medium,a,f,Ploicy_B
2025-07-04T22:35:39,bob@company.com,Project Update,cv.pdf,john@vendor.org,vendor.org,YES,2025-11,2025-07,intern,-,confidential,HR,Accounting,High,a,f,policy_C
2025-06-22T21:42:47,alice@company.com,Resignation Letter,contract.pdf,sara@client.com,client.com,YES,2025-07,2025-07,intern,salary,confidential,HR,Development,High,c,h,policy_C
2025-06-27T11:18:02,alice@company.com,Confidential Proposal,home.pdf,dave@external.com,external.com,NO,2025-08,2025-07,intern,-,salary,Engineering,Recruitment,Low,a,h,policy_A
2025-07-27T19:48:43,carol@company.com,Quarterly Report,report.pdf,erin@partner.org,partner.org,YES,2025-10,2025-07,intern,-,confidential,HR,Development,Critical,c,g,policy_C
2025-07-11T20:35:08,carol@company.com,Quarterly Report,org.pdf,sara@client.com,client.com,YES,2025-08,2025-07,contractor,salary,-,Engineering,Development,Critical,c,h,Ploicy_B
2025-07-19T12:48:07,carol@company.com,Project Update,report.pdf,erin@partner.org,partner.org,NO,2025-12,2025-07,employee,confidential,confidential,Engineering,Recruitment,High,c,g,policy_A
2025-07-08T23:30:16,carol@company.com,Quarterly Report,cv.pdf,dave@external.com,external.com,NO,2025-12,2025-07,employee,confidential,confidential,Engineering,Development,Low,b,g,Ploicy_B
2025-07-08T10:48:29,dave@company.com,Confidential Proposal,cv.pdf,john@vendor.org,vendor.org,NO,2025-07,2025-07,intern,salary,-,HR,Accounting,Low,c,h,Ploicy_B
2025-07-07T12:01:04,dave@company.com,Resignation Letter,contract.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,employee,salary,confidential,Engineering,Development,Medium,c,h,policy_A
2025-06-07T22:59:27,dave@company.com,Confidential Proposal,cv.pdf,john@vendor.org,vendor.org,NO,2025-09,2025-07,employee,-,confidential,Finance,Development,Medium,c,g,policy_A
2025-06-14T07:02:10,bob@company.com,Confidential Proposal,home.pdf,erin@partner.org,partner.org,NO,2025-12,2025-07,intern,-,salary,Engineering,Recruitment,Low,a,g,policy_A
2025-07-17T13:14:54,alice@company.com,Resignation Letter,-,dave@external.com,external.com,YES,2025-09,2025-07,contractor,-,-,Engineering,Accounting,Medium,b,h,Ploicy_B
2025-06-27T20:37:36,bob@company.com,Confidential Proposal,cv.pdf,dave@external.com,external.com,YES,2025-09,2025-07,intern,-,-,HR,Development,Medium,a,h,Ploicy_B
2025-07-03T23:51:30,carol@company.com,Confidential Proposal,contract.pdf,sara@client.com,client.com,NO,2025-12,2025-07,employee,-,confidential,Engineering,Development,Low,c,g,policy_C
2025-06-03T00:27:04,dave@company.com,Project Update,-,erin@partner.org,partner.org,NO,2025-08,2025-07,employee,confidential,confidential,HR,Recruitment,Medium,b,h,policy_C
2025-07-16T11:55:32,bob@company.com,Quarterly Report,cv.pdf,sara@client.com,client.com,YES,2025-12,2025-07,intern,salary,-,HR,Recruitment,Low,a,g,policy_A
2025-07-23T01:05:54,bob@company.com,Quarterly Report,home.pdf,sara@client.com,client.com,YES,2025-10,2025-07,contractor,confidential,salary,Finance,Recruitment,Low,c,f,policy_A
2025-07-07T21:21:10,alice@company.com,Quarterly Report,report.pdf,sara@client.com,client.com,NO,2025-09,2025-07,intern,salary,-,HR,Recruitment,Low,b,h,policy_C
2025-06-06T15:39:09,dave@company.com,Confidential Proposal,-,erin@partner.org,partner.org,NO,2025-08,2025-07,employee,confidential,-,Engineering,Development,Medium,c,g,policy_C
2025-07-07T09:50:24,carol@company.com,Quarterly Report,cv.pdf,sara@client.com,client.com,NO,2025-09,2025-07,intern,confidential,confidential,Finance,Recruitment,Medium,b,h,Ploicy_B
2025-07-02T21:51:23,dave@company.com,Project Update,contract.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,contractor,-,confidential,HR,Accounting,Low,b,g,policy_A
2025-07-21T10:45:05,alice@company.com,Confidential Proposal,home.pdf,erin@partner.org,partner.org,YES,2025-09,2025-07,intern,salary,-,HR,Accounting,Low,b,f,Ploicy_B
2025-06-07T21:55:56,dave@company.com,Project Update,contract.pdf,john@vendor.org,vendor.org,YES,2025-09,2025-07,intern,salary,salary,Finance,Recruitment,Low,b,h,Ploicy_B
2025-06-19T23:11:47,bob@company.com,Confidential Proposal,report.pdf,sara@client.com,client.com,NO,2025-07,2025-07,contractor,salary,salary,HR,Development,Low,c,h,policy_C
2025-07-08T11:33:54,carol@company.com,Quarterly Report,-,sara@client.com,client.com,YES,2025-07,2025-07,contractor,-,-,Engineering,Recruitment,Medium,a,g,policy_A
2025-07-30T03:19:15,bob@company.com,Quarterly Report,contract.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,contractor,-,salary,Finance,Accounting,High,c,f,Ploicy_B
2025-07-15T12:39:50,bob@company.com,Quarterly Report,-,sara@client.com,client.com,YES,2025-10,2025-07,intern,-,confidential,Finance,Recruitment,Critical,a,g,Ploicy_B
2025-07-18T02:07:52,alice@company.com,Confidential Proposal,home.pdf,erin@partner.org,partner.org,YES,2025-09,2025-07,intern,-,confidential,Finance,Accounting,Critical,c,h,policy_C
2025-06-06T17:06:01,dave@company.com,Resignation Letter,report.pdf,erin@partner.org,partner.org,NO,2025-09,2025-07,employee,-,-,Finance,Accounting,High,b,f,policy_A
2025-06-18T12:49:18,bob@company.com,Quarterly Report,home.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,employee,-,confidential,HR,Accounting,High,a,g,policy_A
2025-06-25T04:04:22,alice@company.com,Resignation Letter,home.pdf,dave@external.com,external.com,NO,2025-07,2025-07,intern,-,-,Engineering,Development,Low,a,f,policy_A
2025-06-05T23:42:24,carol@company.com,Resignation Letter,cv.pdf,john@vendor.org,vendor.org,NO,2025-12,2025-07,contractor,salary,-,Finance,Development,Critical,c,h,Ploicy_B
2025-06-21T23:21:05,dave@company.com,Project Update,cv.pdf,erin@partner.org,partner.org,NO,2025-09,2025-07,contractor,salary,-,Engineering,Development,Low,c,g,policy_A
2025-06-05T04:40:26,carol@company.com,Confidential Proposal,org.pdf,john@vendor.org,vendor.org,YES,2025-09,2025-07,contractor,confidential,-,Finance,Recruitment,Low,c,g,Ploicy_B
2025-07-24T22:38:55,carol@company.com,Confidential Proposal,org.pdf,john@vendor.org,vendor.org,NO,2025-09,2025-07,contractor,salary,confidential,Engineering,Recruitment,High,c,h,Ploicy_B
2025-06-20T03:00:11,carol@company.com,Project Update,contract.pdf,erin@partner.org,partner.org,NO,2025-10,2025-07,intern,-,salary,Engineering,Accounting,Low,a,g,policy_A
2025-07-22T11:41:21,alice@company.com,Quarterly Report,report.pdf,dave@external.com,external.com,NO,2025-09,2025-07,employee,salary,salary,HR,Recruitment,Critical,c,g,Ploicy_B
2025-07-06T04:44:45,dave@company.com,Resignation Letter,report.pdf,john@vendor.org,vendor.org,NO,2025-12,2025-07,intern,-,confidential,Finance,Recruitment,High,c,f,Ploicy_B
2025-06-16T14:53:01,dave@company.com,Quarterly Report,cv.pdf,john@vendor.org,vendor.org,YES,2025-12,2025-07,contractor,-,salary,Finance,Recruitment,Critical,a,g,Ploicy_B
2025-07-26T07:02:28,alice@company.com,Resignation Letter,report.pdf,dave@external.com,external.com,YES,2025-07,2025-07,employee,salary,-,HR,Development,Medium,a,h,policy_A
2025-06-27T16:58:47,carol@company.com,Quarterly Report,home.pdf,dave@external.com,external.com,YES,2025-12,2025-07,contractor,salary,confidential,HR,Development,Critical,c,f,policy_C
2025-06-09T20:34:24,alice@company.com,Resignation Letter,report.pdf,sara@client.com,client.com,NO,2025-07,2025-07,contractor,salary,-,HR,Development,Critical,a,g,policy_C
2025-06-26T15:39:50,bob@company.com,Project Update,-,dave@external.com,external.com,NO,2025-07,2025-07,intern,-,confidential,Engineering,Development,High,c,h,policy_C
2025-07-08T18:56:00,alice@company.com,Confidential Proposal,-,dave@external.com,external.com,NO,2025-08,2025-07,intern,confidential,salary,Engineering,Accounting,Low,a,g,policy_C
2025-07-09T13:53:49,bob@company.com,Resignation Letter,-,sara@client.com,client.com,NO,2025-07,2025-07,contractor,-,salary,Finance,Development,High,b,g,policy_A
2025-06-24T18:02:41,dave@company.com,Project Update,report.pdf,dave@external.com,external.com,YES,2025-09,2025-07,employee,confidential,salary,HR,Accounting,Medium,a,h,Ploicy_B
2025-07-08T15:32:27,bob@company.com,Project Update,org.pdf,john@vendor.org,vendor.org,NO,2025-12,2025-07,intern,-,salary,Engineering,Recruitment,Medium,b,g,policy_C
2025-06-02T02:59:12,bob@company.com,Resignation Letter,contract.pdf,dave@external.com,external.com,NO,2025-09,2025-07,employee,salary,confidential,Engineering,Accounting,Medium,c,h,policy_C
2025-07-04T09:28:25,bob@company.com,Confidential Proposal,-,sara@client.com,client.com,NO,2025-10,2025-07,employee,-,-,Finance,Development,Medium,b,f,policy_C
2025-06-07T01:39:23,bob@company.com,Resignation Letter,contract.pdf,dave@external.com,external.com,NO,2025-12,2025-07,intern,salary,-,HR,Development,Critical,b,h,policy_C
2025-07-11T02:32:25,alice@company.com,Quarterly Report,org.pdf,erin@partner.org,partner.org,YES,2025-08,2025-07,intern,confidential,salary,Finance,Recruitment,Medium,a,f,policy_A
2025-07-16T04:29:22,bob@company.com,Quarterly Report,-,erin@partner.org,partner.org,NO,2025-07,2025-07,intern,salary,salary,Engineering,Recruitment,Low,a,f,policy_A
2025-06-05T21:18:51,bob@company.com,Resignation Letter,-,dave@external.com,external.com,YES,2025-08,2025-07,contractor,confidential,-,Engineering,Development,Low,a,f,policy_C
2025-07-27T03:40:07,alice@company.com,Resignation Letter,home.pdf,dave@external.com,external.com,NO,2025-07,2025-07,intern,confidential,-,Engineering,Recruitment,High,c,g,Ploicy_B
2025-06-23T12:30:28,bob@company.com,Project Update,org.pdf,sara@client.com,client.com,YES,2025-12,2025-07,employee,-,-,Finance,Development,High,b,g,Ploicy_B
2025-07-29T14:47:40,alice@company.com,Resignation Letter,org.pdf,dave@external.com,external.com,NO,2025-07,2025-07,intern,-,confidential,HR,Development,Medium,c,f,policy_A
2025-07-29T14:43:29,alice@company.com,Quarterly Report,org.pdf,john@vendor.org,vendor.org,NO,2025-09,2025-07,intern,-,confidential,Engineering,Development,Low,b,f,policy_A
2025-07-17T02:01:09,dave@company.com,Quarterly Report,org.pdf,john@vendor.org,vendor.org,YES,2025-07,2025-07,contractor,salary,confidential,Engineering,Development,Critical,c,h,policy_C
2025-07-16T20:00:14,bob@company.com,Quarterly Report,org.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,contractor,-,-,Engineering,Accounting,High,b,f,policy_A
2025-07-10T14:08:28,dave@company.com,Project Update,report.pdf,erin@partner.org,partner.org,YES,2025-11,2025-07,contractor,confidential,confidential,Engineering,Development,Low,c,h,Ploicy_B
2025-06-07T08:32:37,bob@company.com,Resignation Letter,org.pdf,dave@external.com,external.com,NO,2025-08,2025-07,contractor,confidential,salary,HR,Development,Critical,b,f,Ploicy_B
2025-07-25T16:56:12,dave@company.com,Confidential Proposal,report.pdf,john@vendor.org,vendor.org,NO,2025-10,2025-07,employee,salary,salary,Finance,Accounting,Medium,c,h,policy_C
2025-06-15T15:05:25,alice@company.com,Quarterly Report,home.pdf,erin@partner.org,partner.org,NO,2025-10,2025-07,contractor,-,-,HR,Development,Low,b,g,Ploicy_B
2025-07-22T20:22:11,carol@company.com,Project Update,cv.pdf,dave@external.com,external.com,NO,2025-10,2025-07,contractor,-,-,Finance,Development,Low,a,h,policy_C
2025-07-31T02:28:06,alice@company.com,Confidential Proposal,contract.pdf,john@vendor.org,vendor.org,NO,2025-07,2025-07,employee,salary,salary,Finance,Development,Critical,a,g,Ploicy_B
2025-06-13T08:49:55,alice@company.com,Quarterly Report,report.pdf,dave@external.com,external.com,NO,2025-11,2025-07,intern,-,salary,HR,Development,Critical,c,h,Ploicy_B
2025-07-04T01:59:02,dave@company.com,Resignation Letter,-,erin@partner.org,partner.org,NO,2025-09,2025-07,intern,confidential,salary,Engineering,Development,Medium,a,g,policy_C
2025-06-14T01:43:19,alice@company.com,Project Update,org.pdf,john@vendor.org,vendor.org,NO,2025-11,2025-07,contractor,-,salary,Engineering,Development,Medium,c,g,policy_A
2025-07-14T07:55:08,dave@company.com,Confidential Proposal,cv.pdf,dave@external.com,external.com,YES,2025-11,2025-07,intern,confidential,confidential,HR,Recruitment,Medium,c,f,Ploicy_B
2025-06-25T01:53:57,carol@company.com,Confidential Proposal,contract.pdf,dave@external.com,external.com,NO,2025-12,2025-07,contractor,salary,confidential,Engineering,Development,Medium,b,h,policy_A
2025-06-06T15:03:13,alice@company.com,Resignation Letter,home.pdf,sara@client.com,client.com,NO,2025-09,2025-07,employee,salary,-,Engineering,Development,Critical,a,h,policy_A
2025-06-21T12:22:01,alice@company.com,Quarterly Report,org.pdf,sara@client.com,client.com,NO,2025-11,2025-07,intern,salary,-,HR,Development,Low,a,h,policy_A
2025-06-16T19:17:15,carol@company.com,Quarterly Report,cv.pdf,john@vendor.org,vendor.org,YES,2025-12,2025-07,intern,-,confidential,Finance,Development,Critical,b,f,policy_A
2025-07-11T05:11:09,bob@company.com,Resignation Letter,org.pdf,erin@partner.org,partner.org,YES,2025-10,2025-07,employee,-,salary,HR,Recruitment,High,c,f,policy_A
2025-07-09T08:50:39,bob@company.com,Quarterly Report,cv.pdf,sara@client.com,client.com,NO,2025-08,2025-07,employee,salary,salary,HR,Development,Critical,c,h,policy_A
2025-07-09T00:34:51,bob@company.com,Resignation Letter,-,sara@client.com,client.com,YES,2025-08,2025-07,intern,confidential,salary,Engineering,Recruitment,Low,a,f,policy_C
2025-07-22T23:04:21,bob@company.com,Confidential Proposal,cv.pdf,erin@partner.org,partner.org,NO,2025-09,2025-07,employee,confidential,-,Finance,Accounting,High,b,f,Ploicy_B
2025-07-17T20:37:45,dave@company.com,Project Update,contract.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,contractor,-,-,Engineering,Development,Critical,b,f,policy_A
2025-06-28T14:15:24,bob@company.com,Confidential Proposal,cv.pdf,sara@client.com,client.com,NO,2025-10,2025-07,contractor,salary,confidential,Engineering,Recruitment,High,c,h,Ploicy_B
2025-06-28T21:38:02,dave@company.com,Confidential Proposal,org.pdf,erin@partner.org,partner.org,NO,2025-09,2025-07,intern,salary,confidential,HR,Accounting,Low,c,g,policy_A
2025-07-16T20:38:34,carol@company.com,Confidential Proposal,org.pdf,erin@partner.org,partner.org,NO,2025-07,2025-07,employee,confidential,salary,HR,Development,Medium,b,h,policy_C
2025-07-10T12:01:41,alice@company.com,Confidential Proposal,org.pdf,john@vendor.org,vendor.org,YES,2025-09,2025-07,contractor,-,-,HR,Accounting,High,a,g,policy_C
2025-07-06T18:23:23,bob@company.com,Quarterly Report,-,sara@client.com,client.com,NO,2025-10,2025-07,intern,-,confidential,Finance,Recruitment,Low,b,h,Ploicy_B
2025-06-21T12:09:29,dave@company.com,Project Update,org.pdf,sara@client.com,client.com,NO,2025-12,2025-07,contractor,-,-,Engineering,Recruitment,High,b,f,Ploicy_B
2025-06-09T00:22:12,dave@company.com,Resignation Letter,report.pdf,dave@external.com,external.com,YES,2025-12,2025-07,intern,salary,confidential,Finance,Recruitment,Medium,a,h,policy_C
2025-07-08T21:58:37,alice@company.com,Confidential Proposal,home.pdf,dave@external.com,external.com,YES,2025-11,2025-07,intern,confidential,confidential,HR,Recruitment,High,b,g,policy_A
2025-06-18T01:36:33,bob@company.com,Quarterly Report,org.pdf,erin@partner.org,partner.org,NO,2025-10,2025-07,intern,salary,confidential,HR,Accounting,High,a,f,policy_A
2025-07-11T08:27:23,carol@company.com,Project Update,cv.pdf,dave@external.com,external.com,NO,2025-12,2025-07,intern,salary,-,Finance,Recruitment,High,c,f,Ploicy_B
2025-06-30T07:19:28,alice@company.com,Quarterly Report,contract.pdf,john@vendor.org,vendor.org,YES,2025-10,2025-07,contractor,confidential,confidential,HR,Development,Medium,a,f,policy_C
2025-07-13T19:06:41,alice@company.com,Quarterly Report,contract.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,intern,-,salary,Engineering,Recruitment,Medium,b,f,policy_C
2025-06-02T04:46:22,bob@company.com,Project Update,cv.pdf,dave@external.com,external.com,YES,2025-08,2025-07,contractor,-,confidential,HR,Accounting,Critical,a,f,Ploicy_B
2025-07-31T07:41:14,dave@company.com,Confidential Proposal,-,john@vendor.org,vendor.org,NO,2025-10,2025-07,contractor,-,-,HR,Development,Medium,b,h,Ploicy_B
2025-06-30T03:32:42,carol@company.com,Project Update,cv.pdf,erin@partner.org,partner.org,NO,2025-10,2025-07,contractor,confidential,salary,Engineering,Recruitment,High,a,g,policy_C
2025-07-04T21:34:52,bob@company.com,Project Update,cv.pdf,dave@external.com,external.com,YES,2025-10,2025-07,intern,confidential,salary,HR,Accounting,Critical,c,f,Ploicy_B
2025-06-12T04:05:12,alice@company.com,Resignation Letter,contract.pdf,sara@client.com,client.com,NO,2025-10,2025-07,intern,confidential,-,Engineering,Development,Low,a,h,Ploicy_B
2025-07-11T17:30:17,dave@company.com,Quarterly Report,org.pdf,sara@client.com,client.com,NO,2025-12,2025-07,contractor,confidential,salary,Finance,Development,Medium,c,f,policy_A
2025-06-21T10:03:35,bob@company.com,Resignation Letter,home.pdf,dave@external.com,external.com,YES,2025-12,2025-07,intern,-,salary,HR,Development,Medium,a,h,policy_C
2025-06-27T05:08:45,alice@company.com,Resignation Letter,org.pdf,erin@partner.org,partner.org,YES,2025-08,2025-07,intern,confidential,confidential,HR,Accounting,High,c,h,policy_C
2025-07-25T08:33:53,alice@company.com,Project Update,-,john@vendor.org,vendor.org,YES,2025-12,2025-07,employee,-,confidential,Finance,Recruitment,Critical,c,h,policy_A
2025-07-24T05:41:03,dave@company.com,Project Update,org.pdf,sara@client.com,client.com,YES,2025-12,2025-07,contractor,salary,salary,Engineering,Accounting,Low,b,f,policy_A
2025-07-05T06:24:58,bob@company.com,Resignation Letter,home.pdf,john@vendor.org,vendor.org,YES,2025-08,2025-07,intern,confidential,confidential,HR,Development,Medium,c,h,policy_A
2025-07-22T18:06:07,dave@company.com,Quarterly Report,report.pdf,sara@client.com,client.com,YES,2025-08,2025-07,intern,-,-,Finance,Recruitment,Critical,a,h,policy_A
2025-07-21T22:20:22,bob@company.com,Confidential Proposal,-,dave@external.com,external.com,NO,2025-12,2025-07,intern,confidential,-,Finance,Development,High,a,h,policy_A
2025-06-29T03:11:34,bob@company.com,Quarterly Report,home.pdf,erin@partner.org,partner.org,NO,2025-12,2025-07,employee,-,salary,HR,Accounting,Critical,c,g,Ploicy_B
